election_name,election_year,district,state,tier,election_result,notes
LA - 2nd District - 2014,2014,LA - 2nd District,LA,,,
LA - 2nd District - 2020,2020,LA - 2nd District,LA,,,
LA - 30th District - 2014,2014,LA - 30th District,LA,,,
LA - 30th District - 2020,2020,LA - 30th District,LA,,,
LA - 31st District - 2014,2014,LA - 31st District,LA,,,
LA - 31st District - 2020,2020,LA - 31st District,LA,,,
LA - 32nd District - 2014,2014,LA - 32nd District,LA,,,
LA - 32nd District - 2020,2020,LA - 32nd District,LA,,,
LA - 33rd District - 2014,2014,LA - 33rd District,LA,,,
LA - 33rd District - 2020,2020,LA - 33rd District,LA,,,
LA - 34th District - 2014,2014,LA - 34th District,LA,,,
LA - 34th District - 2020,2020,LA - 34th District,LA,,,
LA - 35th District - 2014,2014,LA - 35th District,LA,,,
LA - 35th District - 2020,2020,LA - 35th District,LA,,,
LA - 36th District - 2014,2014,LA - 36th District,LA,,,
LA - 36th District - 2020,2020,LA - 36th District,LA,,,
LA - 37th District - 2014,2014,LA - 37th District,LA,,,
LA - 37th District - 2020,2020,LA - 37th District,LA,,,
LA - 38th District - 2014,2014,LA - 38th District,LA,,,
LA - 38th District - 2020,2020,LA - 38th District,LA,,,
LA - 39th District - 2014,2014,LA - 39th District,LA,,,
LA - 39th District - 2020,2020,LA - 39th District,LA,,,
LA - 3rd District - 2014,2014,LA - 3rd District,LA,,,
LA - 3rd District - 2020,2020,LA - 3rd District,LA,,,
LA - 40th District - 2014,2014,LA - 40th District,LA,,,
LA - 40th District - 2020,2020,LA - 40th District,LA,,,
LA - 41st District - 2014,2014,LA - 41st District,LA,,,
LA - 41st District - 2020,2020,LA - 41st District,LA,,,
LA - 42nd District - 2014,2014,LA - 42nd District,LA,,,
LA - 42nd District - 2020,2020,LA - 42nd District,LA,,,
LA - 4th District - 2014,2014,LA - 4th District,LA,,,
LA - 4th District - 2020,2020,LA - 4th District,LA,,,
LA - 5th District - 2014,2014,LA - 5th District,LA,,,
LA - 5th District - 2017,2017,LA - 5th District,LA,,,
LA - 6th District - 2014,2014,LA - 6th District,LA,,,
LA - 6th District - 2020,2020,LA - 6th District,LA,,,
LA - 7th District - 2014,2014,LA - 7th District,LA,,,
LA - 7th District - 2020,2020,LA - 7th District,LA,,,
LA - 8th District - 2014,2014,LA - 8th District,LA,,,
LA - 8th District - 2020,2020,LA - 8th District,LA,,,
LA - 9th District - 2014,2014,LA - 9th District,LA,,,
LA - 9th District - 2020,2020,LA - 9th District,LA,,,
MA - Berkshire - 2014,2014,MA - Berkshire,MA,,,
MA - Berkshire - 2018,2018,MA - Berkshire,MA,,,
MA - Bristol - 2014,2014,MA - Bristol,MA,,,
MA - Bristol - 2018,2018,MA - Bristol,MA,,,
MA - Cape & Islands - 2014,2014,MA - Cape & Islands,MA,,,
MA - Cape & Islands - 2018,2018,MA - Cape & Islands,MA,,,
MA - Essex (Eastern) - 2014,2014,MA - Essex (Eastern),MA,,,
MA - Essex (Eastern) - 2018,2018,MA - Essex (Eastern),MA,,,
MA - Hampden - 2014,2014,MA - Hampden,MA,,,
MA - Hampden - 2018,2018,MA - Hampden,MA,,,
MA - Middlesex (Northern) - 2014,2014,MA - Middlesex (Northern),MA,,,
MA - Middlesex (Northern) - 2018,2018,MA - Middlesex (Northern),MA,,,
MA - Norfolk - 2014,2014,MA - Norfolk,MA,,,
MA - Norfolk - 2018,2018,MA - Norfolk,MA,,,
MA - Northwestern - 2014,2014,MA - Northwestern,MA,,,
MA - Northwestern - 2018,2018,MA - Northwestern,MA,,,
MA - Plymouth - 2014,2014,MA - Plymouth,MA,,,
MA - Plymouth - 2018,2018,MA - Plymouth,MA,,,
MA - Suffolk - 2014,2014,MA - Suffolk,MA,,,
MA - Suffolk - 2018,2018,MA - Suffolk,MA,,,
MA - Worcester (Middle) - 2014,2014,MA - Worcester (Middle),MA,,,
MA - Worcester (Middle) - 2018,2018,MA - Worcester (Middle),MA,,,
MD - Allegany - 2014,2014,MD - Allegany,MD,,,
MD - Allegany - 2018,2018,MD - Allegany,MD,,,
MD - Anne Arundel - 2014,2014,MD - Anne Arundel,MD,,,
MD - Anne Arundel - 2018,2018,MD - Anne Arundel,MD,,,
MD - Baltimore City - 2014,2014,MD - Baltimore City,MD,,,
MD - Baltimore City - 2018,2018,MD - Baltimore City,MD,,,
MD - Baltimore (county other than city) - 2014,2014,MD - Baltimore (county other than city),MD,,,
MD - Baltimore (county other than city) - 2018,2018,MD - Baltimore (county other than city),MD,,,
MD - Calvert - 2014,2014,MD - Calvert,MD,,,
MD - Calvert - 2018,2018,MD - Calvert,MD,,,
MD - Caroline - 2014,2014,MD - Caroline,MD,,,
MD - Caroline - 2018,2018,MD - Caroline,MD,,,
MD - Carroll - 2014,2014,MD - Carroll,MD,,,
MD - Carroll - 2018,2018,MD - Carroll,MD,,,
MD - Cecil - 2014,2014,MD - Cecil,MD,,,
MD - Cecil - 2018,2018,MD - Cecil,MD,,,
MD - Charles - 2014,2014,MD - Charles,MD,,,
MD - Charles - 2018,2018,MD - Charles,MD,,,
MD - Dorchester - 2014,2014,MD - Dorchester,MD,,,
MD - Dorchester - 2018,2018,MD - Dorchester,MD,,,
MD - Frederick - 2014,2014,MD - Frederick,MD,,,
MD - Frederick - 2018,2018,MD - Frederick,MD,,,
MD - Garrett - 2014,2014,MD - Garrett,MD,,,
MD - Garrett - 2018,2018,MD - Garrett,MD,,,
MD - Harford - 2014,2014,MD - Harford,MD,,,
MD - Harford - 2018,2018,MD - Harford,MD,,,
MD - Howard - 2014,2014,MD - Howard,MD,,,
MD - Howard - 2018,2018,MD - Howard,MD,,,
MD - Kent - 2014,2014,MD - Kent,MD,,,
MD - Kent - 2018,2018,MD - Kent,MD,,,
MD - Montgomery - 2014,2014,MD - Montgomery,MD,,,
MD - Montgomery - 2018,2018,MD - Montgomery,MD,,,
MD - Prince George's - 2014,2014,MD - Prince George's,MD,,,
MD - Prince George's - 2018,2018,MD - Prince George's,MD,,,
MD - Queen Anne's - 2014,2014,MD - Queen Anne's,MD,,,
MD - Queen Anne's - 2018,2018,MD - Queen Anne's,MD,,,
MD - Somerset - 2014,2014,MD - Somerset,MD,,,
MD - Somerset - 2018,2018,MD - Somerset,MD,,,
MD - St. Mary's - 2014,2014,MD - St. Mary's,MD,,,
MD - St. Mary's - 2018,2018,MD - St. Mary's,MD,,,
MD - Talbot - 2014,2014,MD - Talbot,MD,,,
MD - Talbot - 2018,2018,MD - Talbot,MD,,,
MD - Washington - 2014,2014,MD - Washington,MD,,,
MD - Washington - 2018,2018,MD - Washington,MD,,,
MD - Wicomico - 2014,2014,MD - Wicomico,MD,,,
MD - Wicomico - 2018,2018,MD - Wicomico,MD,,,
MD - Worcester - 2014,2014,MD - Worcester,MD,,,
MD - Worcester  - 2018,2018,MD - Worcester,MD,,,
ME - District 1 - 2014,2014,ME - District 1,ME,,,
ME - District 1 - 2018,2018,ME - District 1,ME,,,
ME - District 2 - 2014,2014,ME - District 2,ME,,,
ME - District 2 - 2018,2018,ME - District 2,ME,,,
ME - District 3 - 2014,2014,ME - District 3,ME,,,
ME - District 3 - 2018,2018,ME - District 3,ME,,,
ME - District 4 - 2014,2014,ME - District 4,ME,,,
ME - District 4 - 2018,2018,ME - District 4,ME,,,
ME - District 5 - 2014,2014,ME - District 5,ME,,,
ME - District 5 - 2018,2018,ME - District 5,ME,,,
ME - District 6 - 2014,2014,ME - District 6,ME,,,
ME - District 6 - 2018,2018,ME - District 6,ME,,,
ME - District 7 - 2014,2014,ME - District 7,ME,,,
ME - District 7 - 2018,2018,ME - District 7,ME,,,
ME - District 8 - 2014,2014,ME - District 8,ME,,,
ME - District 8 - 2018,2018,ME - District 8,ME,,,
MI - Alcona - 2012,2012,MI - Alcona,MI,,,
MI - Alcona - 2016,2016,MI - Alcona,MI,,,
MI - Alger - 2012,2012,MI - Alger,MI,,,
MI - Alger - 2016,2016,MI - Alger,MI,,,
MI - Allegan - 2012,2012,MI - Allegan,MI,,,
MI - Allegan - 2016,2016,MI - Allegan,MI,,,
MI - Alpena - 2012,2012,MI - Alpena,MI,,,
MI - Alpena - 2016,2016,MI - Alpena,MI,,,
MI - Antrim - 2012,2012,MI - Antrim,MI,,,
MI - Antrim - 2016,2016,MI - Antrim,MI,,,
MI - Arenac - 2012,2012,MI - Arenac,MI,,,
MI - Arenac - 2016,2016,MI - Arenac,MI,,,
MI - Baraga - 2012,2012,MI - Baraga,MI,,,
MI - Baraga - 2016,2016,MI - Baraga,MI,,,
MI - Barry - 2012,2012,MI - Barry,MI,,,
MI - Barry - 2016,2016,MI - Barry,MI,,,
MI - Bay - 2012,2012,MI - Bay,MI,,,
MI - Bay - 2016,2016,MI - Bay,MI,,,
MI - Benzie - 2012,2012,MI - Benzie,MI,,,
MI - Benzie - 2016,2016,MI - Benzie,MI,,,
MI - Berrien - 2012,2012,MI - Berrien,MI,,,
MI - Berrien - 2016,2016,MI - Berrien,MI,,,
MI - Branch - 2012,2012,MI - Branch,MI,,,
MI - Branch - 2016,2016,MI - Branch,MI,,,
MI - Calhoun - 2014,2014,MI - Calhoun,MI,,,
MI - Calhoun - 2016,2016,MI - Calhoun,MI,,,
MI - Cass - 2012,2012,MI - Cass,MI,,,
MI - Cass - 2016,2016,MI - Cass,MI,,,
MI - Charlevoix - 2012,2012,MI - Charlevoix,MI,,,
MI - Charlevoix - 2016,2016,MI - Charlevoix,MI,,,
MI - Cheboygan - 2012,2012,MI - Cheboygan,MI,,,
MI - Cheboygan - 2016,2016,MI - Cheboygan,MI,,,
MI - Chippewa - 2016,2016,MI - Chippewa,MI,,,
MI - Clare - 2012,2012,MI - Clare,MI,,,
MI - Clare - 2016,2016,MI - Clare,MI,,,
MI - Clinton - 2012,2012,MI - Clinton,MI,,,
MI - Clinton - 2016,2016,MI - Clinton,MI,,,
MI - Crawford - 2012,2012,MI - Crawford,MI,,,
MI - Crawford - 2016,2016,MI - Crawford,MI,,,
MI - Delta - 2016,2016,MI - Delta,MI,,,
MI - Dickinson - 2012,2012,MI - Dickinson,MI,,,
MI - Dickinson - 2016,2016,MI - Dickinson,MI,,,
MI - Eaton - 2016,2016,MI - Eaton,MI,,,
MI - Emmet - 2012,2012,MI - Emmet,MI,,,
MI - Emmet - 2016,2016,MI - Emmet,MI,,,
MI - Genesee - 2012,2012,MI - Genesee,MI,,,
MI - Genesee - 2016,2016,MI - Genesee,MI,,,
MI - Gladwin - 2012,2012,MI - Gladwin,MI,,,
MI - Gladwin - 2016,2016,MI - Gladwin,MI,,,
MI - Gogebic - 2016,2016,MI - Gogebic,MI,,,
MI - Grand Traverse - 2012,2012,MI - Grand Traverse,MI,,,
MI - Grand Traverse - 2016,2016,MI - Grand Traverse,MI,,,
MI - Gratiot - 2012,2012,MI - Gratiot,MI,,,
MI - Gratiot - 2016,2016,MI - Gratiot,MI,,,
MI - Hillsdale - 2012,2012,MI - Hillsdale,MI,,,
MI - Hillsdale - 2016,2016,MI - Hillsdale,MI,,,
MI - Houghton - 2012,2012,MI - Houghton,MI,,,
MI - Houghton - 2016,2016,MI - Houghton,MI,,,
MI - Huron - 2012,2012,MI - Huron,MI,,,
MI - Huron - 2016,2016,MI - Huron,MI,,,
MI - Ingham - 2012,2012,MI - Ingham,MI,,,
MI - Ingham - 2016,2016,MI - Ingham,MI,,,
MI - Ionia - 2012,2012,MI - Ionia,MI,,,
MI - Ionia - 2016,2016,MI - Ionia,MI,,,
MI - Iosco - 2012,2012,MI - Iosco,MI,,,
MI - Iosco - 2016,2016,MI - Iosco,MI,,,
MI - Iron - 2012,2012,MI - Iron,MI,,,
MI - Iron - 2016,2016,MI - Iron,MI,,,
MI - Isabella - 2012,2012,MI - Isabella,MI,,,
MI - Isabella - 2016,2016,MI - Isabella,MI,,,
MI - Jackson - 2012,2012,MI - Jackson,MI,,,
MI - Jackson - 2016,2016,MI - Jackson,MI,,,
MI - Kalamazoo - 2012,2012,MI - Kalamazoo,MI,,,
MI - Kalamazoo - 2016,2016,MI - Kalamazoo,MI,,,
MI - Kalkaska - 2012,2012,MI - Kalkaska,MI,,,
MI - Kalkaska - 2016,2016,MI - Kalkaska,MI,,,
MI - Kent - 2012,2012,MI - Kent,MI,,,
MI - Kent - 2016,2016,MI - Kent,MI,,,
MI - Keweenaw - 2012,2012,MI - Keweenaw,MI,,,
MI - Keweenaw - 2016,2016,MI - Keweenaw,MI,,,
MI - Lake - 2012,2012,MI - Lake,MI,,,
MI - Lake - 2016,2016,MI - Lake,MI,,,
MI - Lapeer - 2012,2012,MI - Lapeer,MI,,,
MI - Lapeer - 2016,2016,MI - Lapeer,MI,,,
MI - Leelanau - 2012,2012,MI - Leelanau,MI,,,
MI - Leelanau - 2016,2016,MI - Leelanau,MI,,,
MI - Lenawee - 2012,2012,MI - Lenawee,MI,,,
MI - Lenawee - 2016,2016,MI - Lenawee,MI,,,
MI - Livingston - 2012,2012,MI - Livingston,MI,,,
MI - Livingston - 2016,2016,MI - Livingston,MI,,,
MI - Luce - 2012,2012,MI - Luce,MI,,,
MI - Luce - 2016,2016,MI - Luce,MI,,,
MI - Mackinac - 2012,2012,MI - Mackinac,MI,,,
MI - Mackinac - 2016,2016,MI - Mackinac,MI,,,
MI - Macomb - 2012,2012,MI - Macomb,MI,,,
MI - Macomb - 2016,2016,MI - Macomb,MI,,,
MI - Manistee - 2012,2012,MI - Manistee,MI,,,
MI - Manistee - 2016,2016,MI - Manistee,MI,,,
MI - Marquette - 2012,2012,MI - Marquette,MI,,,
MI - Marquette - 2016,2016,MI - Marquette,MI,,,
MI - Mason - 2012,2012,MI - Mason,MI,,,
MI - Mason - 2016,2016,MI - Mason,MI,,,
MI - Mecosta - 2016,2016,MI - Mecosta,MI,,,
MI - Menominee - 2012,2012,MI - Menominee,MI,,,
MI - Menominee - 2016,2016,MI - Menominee,MI,,,
MI - Midland - 2012,2012,MI - Midland,MI,,,
MI - Midland - 2016,2016,MI - Midland,MI,,,
MI - Missaukee - 2016,2016,MI - Missaukee,MI,,,
MI - Monroe - 2012,2012,MI - Monroe,MI,,,
MI - Monroe - 2016,2016,MI - Monroe,MI,,,
MI - Montcalm - 2012,2012,MI - Montcalm,MI,,,
MI - Montcalm - 2016,2016,MI - Montcalm,MI,,,
MI - Montmorency - 2016,2016,MI - Montmorency,MI,,,
MI - Muskegon - 2012,2012,MI - Muskegon,MI,,,
MI - Muskegon - 2016,2016,MI - Muskegon,MI,,,
MI - Newaygo - 2012,2012,MI - Newaygo,MI,,,
MI - Newaygo - 2016,2016,MI - Newaygo,MI,,,
MI - Oakland - 2012,2012,MI - Oakland,MI,,,
MI - Oakland - 2016,2016,MI - Oakland,MI,,,
MI - Oceana - 2012,2012,MI - Oceana,MI,,,
MI - Oceana - 2016,2016,MI - Oceana,MI,,,
MI - Ogemaw - 2012,2012,MI - Ogemaw,MI,,,
MI - Ogemaw - 2016,2016,MI - Ogemaw,MI,,,
MI - Ontonagon - 2016,2016,MI - Ontonagon,MI,,,
MI - Osceola - 2012,2012,MI - Osceola,MI,,,
MI - Osceola - 2016,2016,MI - Osceola,MI,,,
MI - Oscoda - 2012,2012,MI - Oscoda,MI,,,
MI - Oscoda - 2016,2016,MI - Oscoda,MI,,,
MI - Otsego - 2012,2012,MI - Otsego,MI,,,
MI - Otsego - 2016,2016,MI - Otsego,MI,,,
MI - Ottawa - 2012,2012,MI - Ottawa,MI,,,
MI - Ottawa - 2016,2016,MI - Ottawa,MI,,,
MI - Presque Isle - ,,MI - Presque Isle,MI,,,
MI - Presque Isle - 2016,2016,MI - Presque Isle,MI,,,
MI - Roscommon - 2012,2012,MI - Roscommon,MI,,,
MI - Roscommon - 2016,2016,MI - Roscommon,MI,,,
MI - Saginaw - 2012,2012,MI - Saginaw,MI,,,
MI - Saginaw - 2016,2016,MI - Saginaw,MI,,,
MI - Sanilac - 2012,2012,MI - Sanilac,MI,,,
MI - Sanilac - 2016,2016,MI - Sanilac,MI,,,
MI - Schoolcraft - 2012,2012,MI - Schoolcraft,MI,,,
MI - Schoolcraft - 2016,2016,MI - Schoolcraft,MI,,,
MI - Shiawassee - 2012,2012,MI - Shiawassee,MI,,,
MI - Shiawassee - 2016,2016,MI - Shiawassee,MI,,,
MI - St. Clair - 2012,2012,MI - St. Clair,MI,,,
MI - St. Clair - 2016,2016,MI - St. Clair,MI,,,
MI - St. Joseph - 2012,2012,MI - St. Joseph,MI,,,
MI - St. Joseph - 2016,2016,MI - St. Joseph,MI,,,
MI - Tuscola - 2012,2012,MI - Tuscola,MI,,,
MI - Tuscola - 2016,2016,MI - Tuscola,MI,,,
MI - Van Buren - 2012,2012,MI - Van Buren,MI,,,
MI - Van Buren - 2016,2016,MI - Van Buren,MI,,,
MI - Washtenaw - 2012,2012,MI - Washtenaw,MI,,,
MI - Washtenaw - 2016,2016,MI - Washtenaw,MI,,,
MI - Wayne - 2012,2012,MI - Wayne,MI,,,
MI - Wayne - 2016,2016,MI - Wayne,MI,,,
MI - Wexford - 2012,2012,MI - Wexford,MI,,,
MI - Wexford - 2016,2016,MI - Wexford,MI,,,
MN - Aitkin - 2014,2014,MN - Aitkin,MN,,,
MN - Aitkin - 2018,2018,MN - Aitkin,MN,,,
MN - Anoka - 2014,2014,MN - Anoka,MN,,,
MN - Anoka - 2018,2018,MN - Anoka,MN,,,
MN - Becker - 2014,2014,MN - Becker,MN,,,
MN - Becker - 2018,2018,MN - Becker,MN,,,
MN - Beltrami - 2014,2014,MN - Beltrami,MN,,,
MN - Beltrami - 2018,2018,MN - Beltrami,MN,,,
MN - Benton - 2014,2014,MN - Benton,MN,,,
MN - Benton - 2018,2018,MN - Benton,MN,,,
MN - Big Stone - 2014,2014,MN - Big Stone,MN,,,
MN - Big Stone - 2018,2018,MN - Big Stone,MN,,,
MN - Blue Earth - 2014,2014,MN - Blue Earth,MN,,,
MN - Blue Earth - 2018,2018,MN - Blue Earth,MN,,,
MN - Brown - 2014,2014,MN - Brown,MN,,,
MN - Brown - 2018,2018,MN - Brown,MN,,,
MN - Carlton - 2014,2014,MN - Carlton,MN,,,
MN - Carlton - 2018,2018,MN - Carlton,MN,,,
MN - Carver - 2014,2014,MN - Carver,MN,,,
MN - Carver - 2018,2018,MN - Carver,MN,,,
MN - Cass - 2014,2014,MN - Cass,MN,,,
MN - Cass - 2018,2018,MN - Cass,MN,,,
MN - Chippewa - 2014,2014,MN - Chippewa,MN,,,
MN - Chippewa - 2018,2018,MN - Chippewa,MN,,,
MN - Chisago - 2014,2014,MN - Chisago,MN,,,
MN - Chisago - 2018,2018,MN - Chisago,MN,,,
MN - Clay - 2014,2014,MN - Clay,MN,,,
MN - Clay - 2018,2018,MN - Clay,MN,,,
MN - Clearwater - 2014,2014,MN - Clearwater,MN,,,
MN - Clearwater - 2018,2018,MN - Clearwater,MN,,,
MN - Cook - 2014,2014,MN - Cook,MN,,,
MN - Cook - 2018,2018,MN - Cook,MN,,,
MN - Cottonwood - 2014,2014,MN - Cottonwood,MN,,,
MN - Cottonwood - 2018,2018,MN - Cottonwood,MN,,,
MN - Crow Wing - 2014,2014,MN - Crow Wing,MN,,,
MN - Crow Wing - 2018,2018,MN - Crow Wing,MN,,,
MN - Dakota - 2014,2014,MN - Dakota,MN,,,
MN - Dakota - 2018,2018,MN - Dakota,MN,,,
MN - Dodge - 2014,2014,MN - Dodge,MN,,,
MN - Dodge - 2018,2018,MN - Dodge,MN,,,
MN - Douglas - 2014,2014,MN - Douglas,MN,,,
MN - Douglas - 2018,2018,MN - Douglas,MN,,,
MN - Faribault - 2014,2014,MN - Faribault,MN,,,
MN - Faribault - 2018,2018,MN - Faribault,MN,,,
MN - Fillmore - 2014,2014,MN - Fillmore,MN,,,
MN - Fillmore - 2018,2018,MN - Fillmore,MN,,,
MN - Freeborn - 2014,2014,MN - Freeborn,MN,,,
MN - Freeborn - 2018,2018,MN - Freeborn,MN,,,
MN - Goodhue - 2014,2014,MN - Goodhue,MN,,,
MN - Goodhue - 2018,2018,MN - Goodhue,MN,,,
MN - Grant - 2014,2014,MN - Grant,MN,,,
MN - Grant - 2018,2018,MN - Grant,MN,,,
MN - Hennepin - 2014,2014,MN - Hennepin,MN,,,
MN - Hennepin - 2018,2018,MN - Hennepin,MN,,,
MN - Houston - 2014,2014,MN - Houston,MN,,,
MN - Houston - 2018,2018,MN - Houston,MN,,,
MN - Hubbard - 2014,2014,MN - Hubbard,MN,,,
MN - Hubbard - 2018,2018,MN - Hubbard,MN,,,
MN - Isanti - 2014,2014,MN - Isanti,MN,,,
MN - Isanti - 2018,2018,MN - Isanti,MN,,,
MN - Itasca - 2014,2014,MN - Itasca,MN,,,
MN - Itasca - 2018,2018,MN - Itasca,MN,,,
MN - Jackson - 2014,2014,MN - Jackson,MN,,,
MN - Jackson - 2018,2018,MN - Jackson,MN,,,
MN - Kanabec - 2014,2014,MN - Kanabec,MN,,,
MN - Kanabec - 2018,2018,MN - Kanabec,MN,,,
MN - Kandiyohi - 2014,2014,MN - Kandiyohi,MN,,,
MN - Kandiyohi - 2018,2018,MN - Kandiyohi,MN,,,
MN - Kittson - 2014,2014,MN - Kittson,MN,,,
MN - Kittson - 2018,2018,MN - Kittson,MN,,,
MN - Koochiching - 2014,2014,MN - Koochiching,MN,,,
MN - Koochiching - 2018,2018,MN - Koochiching,MN,,,
MN - Lac qui Parle - 2014,2014,MN - Lac qui Parle,MN,,,
MN - Lac qui Parle - 2018,2018,MN - Lac qui Parle,MN,,,
MN - Lake - 2014,2014,MN - Lake,MN,,,
MN - Lake - 2018,2018,MN - Lake,MN,,,
MN - Lake of the Woods - 2014,2014,MN - Lake of the Woods,MN,,,
MN - Lake of the Woods - 2018,2018,MN - Lake of the Woods,MN,,,
MN - Le Sueur - 2014,2014,MN - Le Sueur,MN,,,
MN - Le Sueur - 2018,2018,MN - Le Sueur,MN,,,
MN - Lincoln - 2014,2014,MN - Lincoln,MN,,,
MN - Lincoln - 2018,2018,MN - Lincoln,MN,,,
MN - Lyon - 2014,2014,MN - Lyon,MN,,,
MN - Lyon - 2018,2018,MN - Lyon,MN,,,
MN - Mahnomen - 2014,2014,MN - Mahnomen,MN,,,
MN - Mahnomen - 2018,2018,MN - Mahnomen,MN,,,
MN - Marshall - 2014,2014,MN - Marshall,MN,,,
MN - Marshall - 2018,2018,MN - Marshall,MN,,,
MN - Martin - 2014,2014,MN - Martin,MN,,,
MN - Martin - 2018,2018,MN - Martin,MN,,,
MN - McLeod - 2014,2014,MN - McLeod,MN,,,
MN - McLeod - 2018,2018,MN - McLeod,MN,,,
MN - Meeker - 2014,2014,MN - Meeker,MN,,,
MN - Meeker - 2018,2018,MN - Meeker,MN,,,
MN - Mille Lacs - 2014,2014,MN - Mille Lacs,MN,,,
MN - Mille Lacs - 2018,2018,MN - Mille Lacs,MN,,,
MN - Morrison - 2014,2014,MN - Morrison,MN,,,
MN - Morrison - 2018,2018,MN - Morrison,MN,,,
MN - Mower - 2014,2014,MN - Mower,MN,,,
MN - Mower - 2018,2018,MN - Mower,MN,,,
MN - Murray - 2014,2014,MN - Murray,MN,,,
MN - Murray - 2018,2018,MN - Murray,MN,,,
MN - Nicollet - 2014,2014,MN - Nicollet,MN,,,
MN - Nicollet - 2018,2018,MN - Nicollet,MN,,,
MN - Nobles - 2014,2014,MN - Nobles,MN,,,
MN - Nobles - 2018,2018,MN - Nobles,MN,,,
MN - Norman - 2014,2014,MN - Norman,MN,,,
MN - Norman - 2018,2018,MN - Norman,MN,,,
MN - Olmsted - 2014,2014,MN - Olmsted,MN,,,
MN - Olmsted - 2018,2018,MN - Olmsted,MN,,,
MN - Otter Tail - 2014,2014,MN - Otter Tail,MN,,,
MN - Otter Tail - 2018,2018,MN - Otter Tail,MN,,,
MN - Pennington - 2014,2014,MN - Pennington,MN,,,
MN - Pennington - 2018,2018,MN - Pennington,MN,,,
MN - Pine - 2014,2014,MN - Pine,MN,,,
MN - Pine - 2018,2018,MN - Pine,MN,,,
MN - Pipestone - 2014,2014,MN - Pipestone,MN,,,
MN - Pipestone - 2018,2018,MN - Pipestone,MN,,,
MN - Polk - 2014,2014,MN - Polk,MN,,,
MN - Polk - 2018,2018,MN - Polk,MN,,,
MN - Pope - 2014,2014,MN - Pope,MN,,,
MN - Pope - 2018,2018,MN - Pope,MN,,,
MN - Ramsey - 2014,2014,MN - Ramsey,MN,,,
MN - Ramsey - 2018,2018,MN - Ramsey,MN,,,
MN - Red Lake - 2014,2014,MN - Red Lake,MN,,,
MN - Red Lake - 2018,2018,MN - Red Lake,MN,,,
MN - Redwood - 2014,2014,MN - Redwood,MN,,,
MN - Redwood - 2018,2018,MN - Redwood,MN,,,
MN - Renville - 2014,2014,MN - Renville,MN,,,
MN - Renville - 2018,2018,MN - Renville,MN,,,
MN - Rice - 2014,2014,MN - Rice,MN,,,
MN - Rice - 2018,2018,MN - Rice,MN,,,
MN - Rock - 2014,2014,MN - Rock,MN,,,
MN - Rock - 2018,2018,MN - Rock,MN,,,
MN - Roseau - 2014,2014,MN - Roseau,MN,,,
MN - Roseau - 2018,2018,MN - Roseau,MN,,,
MN - Saint Louis - 2014,2014,MN - Saint Louis,MN,,,
MN - Saint Louis - 2018,2018,MN - Saint Louis,MN,,,
MN - Scott - 2014,2014,MN - Scott,MN,,,
MN - Scott - 2018,2018,MN - Scott,MN,,,
MN - Sherburne - 2014,2014,MN - Sherburne,MN,,,
MN - Sherburne - 2018,2018,MN - Sherburne,MN,,,
MN - Sibley - 2014,2014,MN - Sibley,MN,,,
MN - Sibley - 2018,2018,MN - Sibley,MN,,,
MN - Stearns - 2014,2014,MN - Stearns,MN,,,
MN - Stearns - 2018,2018,MN - Stearns,MN,,,
MN - Steele - 2014,2014,MN - Steele,MN,,,
MN - Steele - 2018,2018,MN - Steele,MN,,,
MN - Stevens - 2014,2014,MN - Stevens,MN,,,
MN - Stevens - 2018,2018,MN - Stevens,MN,,,
MN - Swift - 2014,2014,MN - Swift,MN,,,
MN - Swift - 2018,2018,MN - Swift,MN,,,
MN - Todd - 2014,2014,MN - Todd,MN,,,
MN - Todd - 2018,2018,MN - Todd,MN,,,
MN - Traverse - 2014,2014,MN - Traverse,MN,,,
MN - Traverse - 2018,2018,MN - Traverse,MN,,,
MN - Wabasha - 2014,2014,MN - Wabasha,MN,,,
MN - Wabasha - 2018,2018,MN - Wabasha,MN,,,
MN - Wadena - 2014,2014,MN - Wadena,MN,,,
MN - Wadena - 2018,2018,MN - Wadena,MN,,,
MN - Waseca - 2014,2014,MN - Waseca,MN,,,
MN - Waseca - 2018,2018,MN - Waseca,MN,,,
MN - Washington - 2014,2014,MN - Washington,MN,,,
MN - Washington - 2018,2018,MN - Washington,MN,,,
MN - Watonwan - 2014,2014,MN - Watonwan,MN,,,
MN - Watonwan - 2018,2018,MN - Watonwan,MN,,,
MN - Wilkin - 2014,2014,MN - Wilkin,MN,,,
MN - Wilkin - 2018,2018,MN - Wilkin,MN,,,
MN - Winona - 2014,2014,MN - Winona,MN,,,
MN - Winona - 2018,2018,MN - Winona,MN,,,
MN - Wright - 2014,2014,MN - Wright,MN,,,
MN - Wright - 2018,2018,MN - Wright,MN,,,
MN - Yellow Medicine - 2014,2014,MN - Yellow Medicine,MN,,,
MN - Yellow Medicine - 2018,2018,MN - Yellow Medicine,MN,,,
MO - Adair - 2014,2014,MO - Adair,MO,,,
MO - Adair - 2018,2018,MO - Adair,MO,,,
MO - Andrew - 2014,2014,MO - Andrew,MO,,,
MO - Andrew - 2018,2018,MO - Andrew,MO,,,
MO - Atchison - 2014,2014,MO - Atchison,MO,,,
MO - Atchison - 2018,2018,MO - Atchison,MO,,,
MO - Audrain - 2014,2014,MO - Audrain,MO,,,
